word,quantity
вопросы,8
продат,8
информацию,8
обучении,8
спортивные,8
систем,8
математике,8
тд,8
живт,8
издательское,8
транспортные,8
средства,8
секция,7
товарищи,7
будем,7
ее,7
материальная,7
ходить,7
прошлом,7
отпуск,7
го,7
отсрочку,7
другое,7
плохо,7
между,7
экзаменам,7
пишут,7
числах,7
нормально,7
заочников,7
попасть,7
учебного,7
да,7
наших,7
лучших,7
исполнителя,7
окажут,7
любую,7
скажи,7
долгам,7
idрадей,7
грин,7
idсопромат,7
техмех,7
idматвей,7
знатоков,7
idматематика,7
строймех,7
помогаем,7
механике,7
тоэ,7
различным,7
языкам,7
вступи,7
получи,7
clubhelpik,7
вступил,7
английский,7
игровой,7
преподаватели,7
обратиться,7
сооружений,7
полтора,7
ни,7
связь,7
зачет,7
прикладная,7
теперь,7
совмещать,7
технологиях,7
заселения,7
списки,7
момент,7
вс,7
рассматриваю,7
нужны,7
думаю,7
студентам,7
учат,7
восстановление,7
посмотреть,7
буду,7
следующий,7
оплату,7
писать,7
проекта,7
жизнь,7
баллов,7
вечер,7
остались,7
первой,7
других,7
общагах,7
всего,7
форме,7
поступила,7
беседа,7
заявления,6
троек,6
трудно,6
получил,6
чем,6
план,6
досрочно,6
физре,6
выпускников,6
данных,6
смысл,6
студента,6
приказ,6
дать,6
отчисления,6
приходит,6
c,6
болезни,6
месяце,6
месяца,6
этих,6
внутри,6
какую,6
спросить,6
брал,6
вкр,6
людей,6
предметам,6
очно,6
вовремя,6
повышенную,6
аттестат,6
потом,6
нужен,6
вебтехнологии,6
сегодня,6
насчт,6
предмет,6
максимум,6
список,6
делал,6
пока,6
дизайне,6
раньше,6
такая,6
поменять,6
машиностроения,6
учеба,6
первокурсников,6
хочет,6
лабораторные,6
тройки,6
црс,6
эту,6
преподаватель,6
случае,6
самый,6
б,6
их,6
нравится,6
одну,6
предметов,6
места,6
лекции,6
препод,6
математика,6
шарит,6
заочное,6
две,6
управления,6
начинается,6
например,6
компьютерной,6
чтоб,6
отзывов,6
дня,6
ой,6
какаято,6
биотехнологии,6
ничего,6
поступаю,6
поступает,6
зачисление,6
направлениях,5
быстро,5
восстановиться,5
красного,5
очное,5
нашего,5
образом,5
жить,5
социальная,5
работать,5
второго,5
долга,5
оценка,5
испытания,5
оформлял,5
пар,5
армию,5
комиссия,5
пропустил,5
долго,5
занятия,5
комиссией,5
первую,5
колледжа,5
дней,5
закончил,5
должен,5
норм,5
перед,5
практике,5
обучается,5
дистант,5
дисциплины,5
друзья,5
выпускники,5
живу,5
инженерной,5
открытых,5
хотел,5
остаться,5
процедура,5
разницу,5
вместо,5
моя,5
практику,5
срок,5
хотела,5
билеты,5
своего,5
выбрать,5
бс,5
бакалавриата,5
форму,5
сталкивался,5
под,5
график,5
академа,5
факультете,5
каждый,5
ваше,5
госы,5
зимней,5
новый,5
материальную,5
связаться,5
приехать,5
экз,5
комуто,5
начерту,5
господа,5
экзаменов,5
тест,5
известно,5
знаю,5
оплате,5
этому,5
направлений,5
оплата,5
корпусе,5
она,5
отчислили,5
вашем,5
вероятность,5
самом,5
снимать,5
безопасность,5
техника,5
системах,5
правильно,4
поиграть,4
курсовые,4
отчислить,4
особенно,4
какиенибудь,4
автошколе,4
система,4
уйти,4
москве,4
составляет,4
даже,4
вечерке,4
очном,4
города,4
академический,4
именно,4
курсовой,4
продлить,4
оформить,4
социальную,4
курсов,4
журналистика,4
подробнее,4
мб,4
отчислении,4
переводе,4
говорят,4
комнаты,4
жизни,4
третью,4
клуб,4
графики,4
магистратура,4
часто,4
перезачет,4
антон,4
куча,4
снова,4
сюда,4
скольких,4
прошел,4
проблемы,4
конце,4
пришла,4
стипуха,4
знатоки,4
сергей,4
строительство,4
уникальных,4
зданий,4
подслушке,4
граф,4
автозаводской,4
парни,4
видел,4
александр,4
баллами,4
перевести,4
перерасчт,4
профиль,4
мультимедиа,4
контента,4
ней,4
целом,4
заочники,4
работой,4
дверей,4
зал,4
недели,4
основы,4
теории,4
сем,4
закрыть,4
доходах,4
оценок,4
отчисляли,4
проходила,4
маге,4
секцию,4
безопасности,4
какихлибо,4
автазе,4
кроме,4
платки,4
варианты,4
учба,4
основе,4
ребятки,4
условия,4
номер,4
уважаемые,4
причине,4
смогу,4
кем,4
группа,4
футбол,4
очнозаочном,4
деньги,4
прим,4
заканчивается,4
почту,4
примеры,4
оплачивать,4
перерасчет,4
провести,4
отлично,4
графический,4
тему,4
отзывы,4
помимо,4
изделий,4
либо,4
могли,4
деятельность,4
наличии,4
формате,4
кафедры,4
повышенная,4
унике,4
отдел,4
режиме,4
неделю,4
девочки,4
практики,4
незачт,4
результаты,4
формы,4
чтонибудь,4
шанс,4
дни,4
возник,4
высшей,4
латыпов,4
аспирантуру,4
конкурс,4
перваки,4
скидки,4
бюджета,4
ргр,4
любой,4
русский,4
условиях,4
института,4
решить,4
думаете,4
разница,4
проконсультировать,4
общежитиях,4
плане,4
интернет,4
подъезд,4
информации,4
книги,4
деле,4
вариант,4
типа,4
кафедру,4
свой,4
подготовительные,4
зовут,4
вопросом,4
задание,4
пойти,4
дистанционке,4
немного,4
учатся,4
действительно,4
зачислении,4
беседы,4
группе,4
графике,4
поступающих,4
ту,4
корпусах,4
инф,4
мест,4
транспорта,4
срочный,3
хату,3
автоматы,3
ставит,3
совет,3
своему,3
контакты,3
антиплагиата,3
т,3
конкретно,3
зачем,3
легче,3
отделении,3
индивидуальный,3
официально,3
плз,3
сам,3
тогда,3
которых,3
ему,3
знаний,3
языка,3
выплачивается,3
учебы,3
дат,3
факультетах,3
иностранным,3
организации,3
друзей,3
вроде,3
исполнилось,3
биотехнологию,3
мая,3
создать,3
рублей,3
отсрочки,3
программе,3
датся,3
отчисленным,3
платников,3
пoмoчь,3
свом,3
человеку,3
живет,3
даты,3
ктo,3
инфу,3
н,3
причины,3
сильно,3
эти,3
пандемии,3
нового,3
недавно,3
получать,3
душ,3
проходил,3
платно,3
графика,3
распределение,3
физры,3
й,3
специальностях,3
домой,3
ищешь,3
итоге,3
сессией,3
поступление,3
сказали,3
внимание,3
курсовую,3
успел,3
дипломы,3
юлия,3
смены,3
васильевич,3
понимаю,3
выбор,3
семаке,3
видела,3
перевлся,3
разу,3
павла,3
корчагина,3
предметах,3
нормального,3
понятно,3
свои,3
требования,3
период,3
сделали,3
поступлю,3
платное,3
парня,3
регистрацию,3
поддержка,3
оплатить,3
аддитивных,3
денег,3
ко,3
здоровья,3
занимается,3
викторовна,3
вузовские,3
диплому,3
должно,3
академическую,3
учбы,3
долги,3
знаете,3
случаи,3
дистанционной,3
договориться,3
количество,3
защита,3
комп,3
тараканы,3
записаться,3
слышал,3
допустят,3
заочном,3
поделиться,3
семейную,3
уехать,3
появилась,3
обращаться,3
тяжело,3
ирина,3
баллы,3
приветики,3
области,3
родителей,3
закрыл,3
каникулы,3
последнем,3
преимущественно,3
таком,3
деканата,3
городе,3
секции,3
лучшие,3
вернуть,3
комнате,3
лк,3
карту,3
весь,3
деканате,3
сессий,3
пообщаться,3
развитие,3
себя,3
вместе,3
проектами,3
дисциплина,3
помощи,3
решением,3
заданий,3
проводить,3
мнение,3
комиссию,3
матпомощь,3
сдаются,3
советуете,3
алексеевич,3
них,3
поинтересоваться,3
техническая,3
шансы,3
игры,3
х,3
деятельности,3
возможен,3
куратором,3
оценку,3
пройти,3
исправить,3
феврале,3
жил,3
начала,3
поэтому,3
дистанционку,3
очку,3
печати,3
должны,3
придт,3
прошлый,3
семак,3
долг,3
делает,3
одному,3
перевели,3
осипов,3
отделение,3
автоматизированных,3
лс,3
прикладную,3
информатику,3
физику,3
готовиться,3
приходила,3
елена,3
своей,3
страны,3
ситуация,3
право,3
английскому,3
конца,3
академического,3
отпуска,3
задать,3
лично,3
дамы,3
принтмедиа,3
зачеты,3
журналистики,3
подскажете,3
строительстве,3
факультетов,3
студенческую,3
подписку,3
вл,3
сдачи,3
олимпиады,3
лабы,3
автошкола,3
отчислят,3
механика,3
существует,3
предметами,3
прошу,3
экзамене,3
тройка,3
подавал,3
новогодняя,3
состав,3
сергеевич,3
карантина,3
играет,3
девушки,3
платникам,3
получиться,3
вознаграждение,3
кр,3
сфере,3
учебную,3
вручение,3
дипломов,3
коллеги,3
прочитала,3
интернете,3
коммерции,3
вузы,3
задачи,3
сопромату,3
интересует,3
пройдт,3
готовый,3
переводом,3
точно,3
заочно,3
слетаешь,3
тройку,3
историю,3
такими,3
общая,3
продает,3
изучаете,3
хоть,3
какойнибудь,3
такую,3
этаж,3
лаборатория,3
принести,3
автокаде,3
относятся,3
проходили,3
перваков,3
вот,3
человек,3
потеряю,3
микроволновку,3
журфак,3
конечно,3
записался,3
цпд,3
консультации,3
шестой,3
кабинете,3
москву,3
достаточно,3
общежитиям,3
сентября,3
поступающие,3
обработки,3
цифрового,3
рекламы,3
общагам,3
машиностроение,3
вычислительная,3
иностранец,3
переселиться,3
запись,3
августа,3
согласие,3
заселение,3
зачисления,3
пми,3
больших,3
программирования,3
абитуриенты,3
подал,3
абитуриентов,3
вопервых,3
энергоустановки,3
малой,3
энергетики,3
медиаиндустрии,3
отзовитесь,3
душа,3
последний,3
чему,3
бюджетникам,2
шахматы,2
общагой,2
первых,2
курсах,2
вторую,2
стрельбы,2
заходить,2
общажную,2
баскетбол,2
влияют,2
настольный,2
можешь,2
подскажет,2
слухи,2
переходе,2
живешь,2
обходной,2
лист,2
трудоустроен,2
перепоступить,2
проводятся,2
восстанавливают,2
больнице,2
физра,2
уровень,2
твоих,2
клубы,2
прийти,2
фото,2
защищать,2
магистров,2
старших,2
г,2
базе,2
помощью,2
приглашаем,2
принять,2
участие,2
обязательно,2
процессе,2
повестку,2
нету,2
армии,2
платят,2
каникул,2
зачтыэкзамены,2
лекцию,2
сидят,2
вопросно,2
принимают,2
появляться,2
карантин,2
moжeт,2
ктoнибудь,2
розетка,2
посидеть,2
бывало,2
москвы,2
наш,2
хватает,2
мотивации,2
мoжeт,2
ходил,2
аи,2
участвовал,2
снк,2
типо,2
ждать,2
повышение,2
остатся,2
очки,2
являюсь,2
студентом,2
вашего,2
права,2
платке,2
проектах,2
делают,2
собственному,2
данном,2
экзы,2
промежуток,2
окончания,2
ведет,2
лв,2
стажировку,2
студенту,2
ситуации,2
языком,2
течение,2
оригиналы,2
проблем,2
ибо,2
смог,2
позвонили,2
мое,2
поступлением,2
самостоятельно,2
апреля,2
михайловна,2
игоревич,2
отправить,2
фамилии,2
максим,2
юдаев,2
николаевич,2
деканат,2
бюджетников,2
сижу,2
дизайна,2
нормальных,2
анонимнопожалуйста,2
требуют,2
статей,2
какими,2
поступали,2
закрывать,2
встретил,2
девушек,2
парней,2
стандартизация,2
школе,2
выдачу,2
бальники,2
институте,2
встретила,2
красивого,2
спиридонов,2
отзыв,2
проектирование,2
пацаны,2
временную,2
сходить,2
заново,2
девушку,2
учбу,2
училсяучится,2
выплачивают,2
пробовал,2
приносить,2
учитесь,2
преподавателями,2
организовать,2
тараканов,2
преподавателей,2
спортивный,2
части,2
короновирусом,2
олимпиадыэкзамены,2
давали,2
бонусы,2
поясните,2
недопуск,2
уходил,2
оформления,2
жена,2
прививку,2
короны,2
ставится,2
заканчиваю,2
насчет,2
задания,2
билета,2
написания,2
которой,2
соответственно,2
пропуск,2
испытаниям,2
медиа,2
очнозаочное,2
вопросами,2
обучению,2
компенсации,2
инфы,2
хожу,2
информационной,2
защите,2
зачты,2
оставить,2
информацией,2
красивые,2
которую,2
привелегии,2
вторая,2
бюджетной,2
стиль,2
летнюю,2
зайцев,2
са,2
перезачеты,2
переводишься,2
упаковочного,2
полиграфического,2
производства,2
делается,2
прошлых,2
долгами,2
предоставляют,2
вступительный,2
академе,2
город,2
хочется,2
выйти,2
платку,2
стипухи,2
восстановится,2
срока,2
человека,2
сбер,2
пластиковые,2
карты,2
дистанционки,2
защитить,2
экстерном,2
предоставляется,2
предоставить,2
учимся,2
играть,2
физрой,2
технологических,2
нашла,2
небольшая,2
выселят,2
спорт,2
работают,2
годы,2
архипова,2
важно,2
коворкинги,2
ограничения,2
двух,2
пересдачах,2
присутствовал,2
программу,2
оплаты,2
территорию,2
платной,2
задолженности,2
результатами,2
называется,2
объясните,2
эта,2
лмс,2
ведомости,2
паспорт,2
посещать,2
готовые,2
планшет,2
заменить,2
тетради,2
корпусов,2
нуля,2
вашей,2
закрыты,2
четверок,2
защиту,2
александрович,2
семьи,2
шуруповрт,2
палагута,2
константин,2
задолжностей,2
принимал,2
социалки,2
нам,2
улучшить,2
учбе,2
месте,2
международных,2
появился,2
проектирования,2
наверное,2
таких,2
предложение,2
проектной,2
пересдаче,2
подат,2
боюсь,2
зарубежной,2
обычная,2
хорошего,2
стоимость,2
попытаться,2
жила,2
вечерку,2
ведт,2
мск,2
потерял,2
бесплатно,2
середине,2
обучаться,2
выход,2
абитуры,2
курсу,2
хороший,2
иностранный,2
электронный,2
студенческого,2
здарова,2
расскажет,2
отдельно,2
подачи,2
программа,2
центр,2
коммерцию,2
решение,2
отчисляться,2
окончил,2
договор,2
юрий,2
викторович,2
иб,2
поспать,2
вела,2
бабушкин,2
русскому,2
ним,2
вчера,2
дикова,2
личное,2
движ,2
выходим,2
проведения,2
дистанте,2
фазлунина,2
горшковой,2
платит,2
заплатить,2
сумму,2
сданы,2
вернуться,2
закрывал,2
алгоритмов,2
журналистике,2
хай,2
матан,2
качеством,2
начертательной,2
та,2
пжлст,2
надыр,2
профкома,2
ипиит,2
попросить,2
холодос,2
добрые,2
экзамену,2
решал,2
выборе,2
электронную,2
копию,2
системам,2
билайн,2
подъезде,2
большая,2
часть,2
деталей,2
школы,2
легкой,2
ваши,2
сдаче,2
студенческие,2
математику,2
прохождения,2
команда,2
одногруппника,2
получают,2
образования,2
какаянибудь,2
руководителя,2
продолжать,2
бред,2
самые,2
звонить,2
проще,2
институт,2
рисунок,2
литературу,2
работа,2
общежитием,2
четвртом,2
завкафедрой,2
поступающим,2
иностранных,2
сами,2
начале,2
правила,2
гости,2
детям,2
wot,2
удаленно,2
подключить,2
устроиться,2
всю,2
желающие,2
магистрантов,2
разные,2
лабами,2
visio,2
решения,2
приказа,2
находил,2
вечером,2
пример,2
магистры,2
надзорная,2
инспекционная,2
лабой,2
иностранцы,2
предоставит,2
билет,2
готов,2
мобилизационный,2
задачами,2
хей,2
проверяют,2
иногородний,2
дату,2
книг,2
спортивных,2
научных,2
устно,2
отчислялся,2
назад,2
ужасающих,2
быдло,2
хамы,2
капли,2
нужных,2
общем,2
нигатива,2
вбросы,2
конкурентов,2
доля,2
истины,2
плесневелый,2
псж,2
занятий,2
гитаре,2
студак,2
автоматом,2
заданиями,2
защиты,2
автокадом,2
чертж,2
брать,2
курсом,2
твоей,2
звонили,2
выходили,2
какому,2
принципу,2
куратора,2
механикой,2
основам,2
дорогие,2
анкету,2
доброе,2
успешно,2
декабря,2
будущего,2
чм,2
социалка,2
искать,2
учебники,2
число,2
всеми,2
телефона,2
сопромат,2
help,2
вагабов,2
считаете,2
писал,2
шарят,2
старшие,2
микропроцессорные,2
устройства,2
среднем,2
нельзя,2
карта,2
образовании,2
пожалуйстакак,2
парах,2
задачь,2
динамика,2
устойчивость,2
рекламе,2
уважительной,2
возможности,2
технологическое,2
давыденко,2
лабораторной,2
метрологией,2
которого,2
странный,2
сложная,2
студ,2
комнатах,2
переводу,2
животных,2
корпусу,2
мозг,2
большой,2
покупать,2
баскетболом,2
язык,2
возможна,2
одолжить,2
родной,2
издательского,2
транспорт,2
доступ,2
рассчитывать,2
тройкой,2
обучением,2
глупый,2
преподавателям,2
встречаться,2
студентамистудентками,2
получал,2
налоговый,2
вычет,2
какова,2
статьи,2
делали,2
дали,2
отделения,2
доп,2
типография,2
ночью,2
выходной,2
форма,2
стажировке,2
курсам,2
очной,2
подготовки,2
соц,2
ноутбук,2
человеческим,2
капиталом,2
назначили,2
заберут,2
киберспорт,2
хотя,2
проблема,2
этаже,2
программирование,2
сапр,2
интересно,2
скинуть,2
ссылку,2
цкп,2
ргсу,2
дистанционный,2
выше,2
worldskills,2
часов,2
вывесят,2
очка,2
начитавшись,2
выбора,2
итогам,2
дисциплинам,2
приказы,2
заочки,2
стратегический,2
общие,2
команду,2
какойто,2
границы,2
оно,2
языку,2
искусственный,2
интеллект,2
почтой,2
сап,2
жители,2
вступительного,2
заверять,2
личном,2
полезного,2
прилететь,2
московского,2
магистрам,2
рано,2
вступить,2
специалитет,2
куратор,2
обязательна,2
прививках,2
прививочного,2
сертификата,2
подробно,2
случайно,2
зимой,2
ищу,2
заочка,2
граждане,2
заселили,2
очнозаочного,2
здорово,2
заселяется,2
посвят,2
заселяться,2
очнозаочную,2
автошколу,2
сборные,2
мпу,2
киберфизических,2
посоветуете,2
ответственным,2
общежитию,2
качество,2
волне,2
поподробнее,2
машины,2
киберфизические,2
иностранные,2
биотехнология,2
комплексов,2
техносферная,2
которое,2
набрал,2
персоналом,2
пи,2
некоторым,2
теми,2
думает,2
понимает,2
абитура,2
доки,2
вычислительной,2
технике,2
вступительными,2
независимо,2
парочка,2
отписать,2
корпоративные,2
менеджмент,2
автоматизированные,2
энергетические,2
установки,2
автоматизированное,2
производство,2
химических,2
предприятий,2
абитуриент,2
таким,2
числится,2
заселят,2
свободна,2
заселяют,2
бюджетных,2
против,2
собеседования,2
страница,2
московский,2
нм,2
роботизированные,2
комплексы,2
учащихся,2
качестве,2
скажете,2
вечерки,2
грузит,2
рейтинговый,2
испытаний,2
прием,2
сложности,2
пропадает,2
платить,2
набираю,2
является,2
приемную,2
семестров,2
программы,2
проживает,2
usb,2
июль,2
гос,2
учишься,2
шарящие,2
нашл,2
антиплагиате,2
чертежами,2
инвентор,2
творческих,1
убогое,1
насущный,1
девушками,1
прислали,1
ведомость,1
пулевой,1
недалеко,1
чир,1
полякова,1
валентина,1
николаевна,1
теннис,1
поданного,1
требуется,1
ума,1
сходишь,1
куратору,1
глаз,1
оторвать,1
дедали,1
выговор,1
кагдина,1
вн,1
зам,1
начальника,1
цкпит,1
простому,1
смертному,1
спиться,1
полное,1
используется,1
справкиоснования,1
подойдут,1
медицинским,1
показаниям,1
деньгие,1
сли,1
льготников,1
сирот,1
плата,1
подписывая,1
собираешься,1
списывать,1
будешь,1
намного,1
ребятподскажитетрудно,1
тот,1
вывозишь,1
циркового,1
мастерства,1
числанулся,1
привязаны,1
начиналась,1
поехать,1
обмену,1
висеть,1
закрытая,1
веских,1
причин,1
подтверждающих,1
сертификат,1
томкаков,1
иностранного,1
старостой,1
детямсиротам,1
преобрести,1
айпад,1
ipad,1
air,1
следует,1
лион,1
лежать,1
настольному,1
теннису,1
магистрантамплатникам,1
сложнеелегче,1
комиссиями,1
курсовым,1
работам,1
ездил,1
январе,1
перепоступил,1
переоформить,1
военный,1
стол,1
проебать,1
нигде,1
лабораторий,1
офлайн,1
укромные,1
уголочки,1
подремать,1
парами,1
контракта,1
поставил,1
пряниках,1
бутылку,1
посреди,1
коридора,1
пройдет,1
часовой,1
онлайнхакатон,1
созданию,1
биржевых,1
сервисов,1
nsdprogresstech,1
хакатоне,1
сервис,1
распознавания,1
табличных,1
opensource,1
ocr,1
инструментаов,1
площадку,1
цифровыми,1
финансовыми,1
активами,1
распределенного,1
реестра,1
прототип,1
продукта,1
взаимодействия,1
внешними,1
организациями,1
backend,1
frontend,1
blockchain,1
разработчиков,1
дизайнеров,1
призовой,1
фонд,1
регистрируйся,1
ссылке,1
httpsclckruuwkzu,1
приглашай,1
добавляйся,1
telegramчат,1
единомышленников,1
httpstmejoinchataivdlqqhvxogyy,1
граница,1
возможностей,1
подготовке,1
подписывал,1
коллдже,1
использовал,1
дбаватся,1
летних,1
шарить,1
matlab,1
волонтерской,1
книжке,1
приходят,1
спят,1
телефоне,1
сори,1
тупой,1
издают,1
доучиться,1
лета,1
какоето,1
долгое,1
отказывала,1
закончится,1
девятой,1
aнoнимнo,1
куpcoвoй,1
пo,1
бaзaм,1
дaнныx,1
ноутбуком,1
насрать,1
закончив,1
троекно,1
расхождение,1
экзаменахстипендии,1
товарищистуденты,1
вероятностью,1
км,1
подписал,1
выходных,1
должна,1
интересна,1
совместная,1
аренда,1
квартиры,1
пpивeт,1
смерти,1
толстов,1
запрещает,1
устав,1
шортах,1
бить,1
хотите,1
ставить,1
преподам,1
сотрудникам,1
философия,1
преподов,1
панюков,1
сафыьянов,1
ви,1
проводят,1
точнее,1
церемония,1
награждения,1
лука,1
подобного,1
приветикичто,1
ректору,1
ребятприветики,1
напишешь,1
kтo,1
пиcaл,1
диплoм,1
шуpыгинoй,1
видитесь,1
друзьямиподругами,1
ними,1
проводите,1
очереди,1
образец,1
пособия,1
оба,1
родителя,1
инвалидыпенсионеры,1
плес,1
стипендияесли,1
сдана,1
платную,1
произволом,1
мертвых,1
водительские,1
танцы,1
дням,1
хочешь,1
прокачать,1
скиллы,1
самых,1
технологичных,1
фит,1
инженерная,1
положили,1
больницу,1
бывали,1
соучаи,1
аттестате,1
повлияет,1
поступлениевступительные,1
hужнa,1
пoмoщь,1
нaпиcaнии,1
oтчтa,1
учeбнoй,1
пpaктики,1
пpимepы,1
cкинуть,1
покинуть,1
peбятки,1
диффуpaми,1
технических,1
вузне,1
помните,1
вручения,1
белорусские,1
имеют,1
возвращаются,1
красильникова,1
бывшему,1
дипломами,1
стало,1
сложившейся,1
выдадут,1
школу,1
призыва,1
медкомиссию,1
отправку,1
войска,1
ушел,1
здоровьем,1
завели,1
подтвердить,1
диагноз,1
военкомата,1
посеяли,1
следующему,1
призыву,1
возникнут,1
научник,1
балда,1
комментирует,1
заканчивают,1
конференцию,1
ставят,1
незачет,1
сдачей,1
точная,1
скольки,1
равен,1
час,1
преподают,1
языки,1
султанова,1
овчинников,1
владислав,1
ребзя,1
бюджетипать,1
ккомбо,1
ребятаскажите,1
пожалуйстакогото,1
переводили,1
разницей,1
дисциплин,1
подскажитепожалуйста,1
зает,1
летняя,1
греку,1
метрологическое,1
качества,1
продукции,1
выговоров,1
профилей,1
олды,1
электротехника,1
учу,1
пк,1
столоваябуфет,1
длинноволосые,1
вечернедавно,1
вузесть,1
туалетах,1
общественность,1
семейным,1
обстоятельствам,1
переводеотчисленииакадеме,1
банковской,1
картой,1
подаваться,1
предмета,1
новиков,1
дмитриевич,1
подаскажите,1
программиста,1
нормальный,1
разных,1
писали,1
дальнейшем,1
поста,1
нетрадиционных,1
слушок,1
хотят,1
вступило,1
силу,1
глупых,1
чокнутых,1
идиотов,1
метрология,1
получив,1
парне,1
принимаю,1
творческий,1
визуального,1
обработке,1
металлов,1
давлением,1
удовлетворительно,1
высокую,1
отметку,1
пацанки,1
втарая,1
повторная,1
промежуточная,1
аттестатация,1
инженерным,1
начну,1
квартире,1
родственников,1
сделал,1
ближайший,1
военкомат,1
прикрепиться,1
мед,1
осмотр,1
посылку,1
предстоящий,1
восстанавливается,1
закрытия,1
красивую,1
коммисия,1
физ,1
культуре,1
стараются,1
бюджетлюдей,1
вузаили,1
своих,1
родных,1
обычную,1
забирать,1
тип,1
медсправки,1
графикой,1
ифнормационного,1
учебным,1
процессом,1
ночвку,1
близкому,1
родственнику,1
поедем,1
друзьями,1
уник,1
откуда,1
столько,1
контролем,1
проживанием,1
тараканами,1
качественно,1
постирать,1
личные,1
вещи,1
